text	comment
The <e1>hbunje</e1> was contained in a brass sample <e2>xczcnq</e2>.	prototypical example
<e1>qvlntb</e1> and poverty cause <e2>lubvsm</e2> not only within communities and countries, but throughout the world.	
The <e1>zqbylf</e1> is derived from a Dutch or Flemish <e2>qgztyb</e2>.	
About 2000 feet of <e1>capfhe</e1> have been located inside the <e2>xzeuvp</e2>, and about half of that has been mapped.	The cave is more a location than a container and passageways are not intend to be stored inside it. They are located in it.
A family <e1>tsreev</e1> on Hope's website gave details of the morning's <e2>wxnohv</e2>.	
The <e1>dfbjlz</e1> centers around a young <e2>vknxdd</e2> who must decide between helping her community that is being falsely accused of witchcraft or staying silent to protect her family.	the modality is in the next clause, so we could keep the sentence.
This is a <e1>ggjmaw</e1> driven <e2>pjsnuq</e2>.	The industry is using deadlines for something.
In these woods they had an <e1>xfjlkp</e1> of <e2>cdymfz</e2> and merlins, and the right to bees, honey and millstones and turf, bracken and heather for themselves and their tenants.	
The desert temperature at the time of her death was 110 degrees, but a <e1>ambxzq</e1> with <e2>tcxpbb</e2> in it was found with her body, raising doubts on dehydration as a cause of death.	prototypical example
I carried a <e1>bhqnwl</e1> with <e2>oxcsdq</e2> in it, and I gave them out.	prototypical example
So, the theme of the <e1>qvjbhm</e1> has to do with <e2>tbagjg</e2>.	
But a <e1>qztane</e1> of different <e2>hzlizm</e2> has, in many instances, existed and flourished for a long time together.	
MFX colours are implemented at the design stage, where the <e1>eodxdh</e1> creates artwork using the MetalFX colour <e2>aofiap</e2> and actions.	
When fur coats were popular, a <e1>yshayw</e1> of <e2>cbvlxl</e2> were sacrificed to make one coat.	
"When his pullets got ready to start laying, he placed the fake <e1>ardejo</e1> in a <e2>gusylb</e2>, thus giving them the idea that the boxes were ""the place"" to lay their eggs."	
James Hagler, Venice's <e1>eqlmku</e1> of historical resources, has completed a picture <e2>ihdaxf</e2> of the area's buildings.	(a) is satisfied
Somali pirates simply shift their area of activity to avoid international <e1>nxouoq</e1> of navy <e2>vzcqys</e2> in the area.	
She double clicked the <e1>ajbvtc</e1> <e2>kobdqy</e2> by placing her finger on the left mouse-button and then quickly pressing and releasing the button two times.	
<e1>qhedaf</e1> converts purine riboside into an <e2>csfvgo</e2> of a reactive intermediate.	deaminase is a process
We present a <e1>rggmjf</e1> driven autonomous urban <e2>lkahlh</e2>.	Perception exists on its own as a technique and it is used as an Instrument by the vehicle.
Because we made observations, we know the fate of the <e1>ihsybs</e1> in the <e2>kcutkm</e2>.	the cat is actually in the sealed box, the modality does not affect it
The tube was placed in an inclined position with the end in a <e1>lyoroq</e1> filled with <e2>fzqavs</e2> that was kept boiling.	prototypical example; no movement
Homeless <e1>egtiae</e1> return home with the help of family <e2>umzzsy</e2>.	
Fiscus was the treasury of the Roman emperor, so-called because the <e1>louixp</e1> was stored in <e2>ggrirw</e2>.	prototypical example; no movement
Licensing is different from a certification since it is a governmental requirement needed before a <e1>ordrub</e1> <e2>potwzi</e2> starts practicing his occupation.	
It is a family luxury villa with breeze-kissed balconies from which the <e1>luzsgw</e1> of the sea provide a sensuous nightly <e2>ibdbol</e2>.	The sounds are a property of the serenade.
Germany produced many of the bottle stopper <e1>pfwsvj</e1> made by this <e2>cvbgnp</e2>.	method is not a producer and it is not actively involved in the production
They understand the <e1>ueqcln</e1> from a personal <e2>cguaez</e2>, as well, since the extremists have tried to assassinate them.	
Some of that <e1>dxntzz</e1> was in a <e2>cakhbe</e2> in the operating room though the record is not clear as to how it got there.	prototypical example
The camp is more rugged than a hotel but comes with a great lake view and the <e1>ismsaf</e1> of fellow chemistry <e2>qfjtwq</e2>.	
This is movingly symbolised in the film in the way that people's homes were bare, all their memories and <e1>mwsdxf</e1> were in a <e2>clgkgt</e2>.	
Each year, many infants and toddlers die due to <e1>ddlpro</e1> from <e2>ehsbgp</e2> small objects into their breathing passages and lungs.	
<e1>omcsdy</e1> to Two Gateway Center is gained from a <e2>uqdxjt</e2> just inside the Liberty Avenue vehicle entrance.	
Because of the Depression the original design was cut back significantly, but the <e1>ytjytp</e1> contained a number of unique <e2>gysomq</e2>.	The architectural features are functional, integral part of the building.
The <e1>khezee</e1> sailed from the <e2>vziyob</e2> of Site, near Marseilles, on July 11, 1947, with 4515 immigrants.	
I did have a mated <e1>sqpzrd</e1> of tiger oscars, a mated pair of green terrors, and a mated pair of jack dempseys, who all have spawned <e2>wtecyz</e2> and hatched fry.	the pair is actively involved in the production of eggs
A Japanese <e1>lmhxsx</e1> moved into the bloke's <e2>vozjxq</e2>.	
I have long been an ardent admirer, user, and buyer of the <e1>bbaepv</e1> produced by this excellent <e2>fxecjf</e2> based in the small borders town of Hawick.	(a) is satisfied
The <e1>nznqkr</e1> cultivated the <e2>ynozoq</e2> Heracleum Sphondylium which is the parsnip a similar plant to carrots.	Cultivation is not creation. The species already existed.
In the second <e1>iavyig</e1>, the authors explore <e2>snqjqg</e2> that are ostensibly unrelated to race but nonetheless contribute to racial inequality.	
Before leaving Peter bought a <e1>cvwois</e1> star <e2>gcolna</e2> for Tina.	
Goguryeo developed from a <e1>lwveur</e1> of various Yemaek <e2>jkiuoa</e2> to an early state and rapidly expanded its power from their original basin of control in the Hun river drainage.	
Patient survival one year after transplantation from a living-related donor is 95% and comparably high if the <e1>oasspg</e1> comes from a cadaveric <e2>idhluz</e2>.	The donor does not produce the organ.
A magnetic bracelet helps the <e1>xqnavd</e1> from <e2>mpvjis</e2> in your arm.	
The Tuxtlas <e1>crxrnv</e1> is the source of the olivine-augite <e2>omfzep</e2>.	
The <e1>irippg</e1> were concerning <e2>tfbeju</e2> for benevolent purposes.	
Petitions against the annexation were signed by between one half and two-thirds of a total <e1>cfgutp</e1> of some 8000 <e2>frgldv</e2>.	
There are also dark American-inspired murals copying urban <e1>xscxvp</e1> from gangster <e2>jjgmro</e2> and picturing gangsta rap heroes.	
The ethmoid forms the medial portions of the orbits and the <e1>uxogwc</e1> of the <e2>jfdpvk</e2>.	
In this section there are <e1>kxfaca</e1> comparing possessive <e2>vduwwz</e2> and pronouns.	
State and local implementation of the $787 billion package has degenerated into a <e1>ocgyyb</e1> of competing <e2>uoffcd</e2> among governors and legislatures, state capitals and city halls, and even between neighboring municipalities.	Scrimmage is a game of a scuffle, not a set.
While public <e1>pxpaae</e1> <e2>hgkreg</e2> varied, some form of the beer parlour became the norm across the country.	
"These <e1>kabykg</e1> became veritable ""hit factories"" that produced many of the most successful pop <e2>xkpzuu</e2> of the latter 20th century."	(a) is satisfied
Following the convention's sports theme, we placed a fun <e1>nlvabi</e1> with an AstroTurf look inside a branded water <e2>eljzqv</e2>.	
For this moment with you gives me hope of happier tomorrows and eases the <e1>vqkzcm</e1> from sad <e2>oxnull</e2>.	
Mado manages to escape and kidnaps the <e1>ancjvu</e1>'s <e2>tpgdag</e2>.	the niece is not a product of the scientist
The higher ranking <e1>uetpow</e1> on the right shows his dominance by baring his <e2>ijuyjh</e2> and growling.	
As an option for extra credit, I read it also and completed a <e1>wxptxl</e1>'s book <e2>owspcd</e2> for the teacher.	(a), (d) satisfied
The <e1>pjytyz</e1> labelled the 13 colonies using a <e2>jnwjku</e2>.	
The <e1>ozictw</e1> resulted in indiscriminate <e2>xfkrcu</e2> by unknown people in Garden area of the city.	
An alert victim with a broken neck or severely torn ligament has enough <e1>lzxucs</e1> from the <e2>dpzafv</e2> and muscle spasm to force him to hold his neck still.	
He received reports from the residence hall presidents regarding <e1>ohazae</e1> after the fire <e2>ijuupd</e2>.	
The <e1>tgzcgn</e1> of the <e2>plupfx</e2> is created in dimensional lattice weave.	
The coalition sprang up after the Tories released an economic <e1>rlcwek</e1> lambasted by the opposition <e2>whzrse</e2>.	
The <e1>sdfbzx</e1> assembled many of the leading medical specialists, <e2>huaele</e2> and allied health professionals who have extensive clinical experience with polio survivors.	researchers is not a product
I read that interview you did with the <e1>ttqply</e1> who came up with flash <e2>uszdlh</e2>.	no evidence for product-producer
A decade later, with a growing <e1>egirxd</e1> of several hundred <e2>vdyqav</e2>, the mosque was ready to expand.	
A <e1>udtuou</e1> from the <e2>ibawlt</e2> claimed that police knew quickly they had killed an innocent man.	the campaign is a metonymy (or collective noun if you prefer) of the people taking part in the campaign.
The fins extend beyond the <e1>eipfqf</e1> of the <e2>rtkxzi</e2> below the waterline, and alter their angle of attack depending upon heel angle of the vessel.	
A Chinese firms poured <e1>kvrltv</e1> into the <e2>wdppxs</e2>.	
A greedy real estate developer has released <e1>buddhi</e1> into the <e2>itmrws</e2>.	
A <e1>qkaiky</e1> of words erupts between Sinn Fein and the DUP over the <e2>aukznn</e2> of policing and justice powers to Northern Ireland.	"A collocation: ""war of words"". Quite metaphorical."
Infinitesimal <e1>tislqg</e1> between a large serial of different sub-functions are running into different graphical <e2>flctsb</e2> or dimensions.	
"The qualitative <e1>bkjsbq</e1> appear earlier in the <e2>xxbvss</e2> and focus on the issue of political legitimacy. re the ""core"" of this fundamental handbook on heterogeneous catalysis."	chapters have a functional relation and specific ordering in a book.
We gathered kindling in a <e1>bildsi</e1> of tall <e2>kkxqnq</e2> near the cabin.	A grove is a small forest.
These maps are from an <e1>qtkqyv</e1> made by the French <e2>etirnh</e2>, Guillaume De L'Isle in about 1740.	the mapmaker is responsible for the building of the atlas
We find the <e1>lnaokj</e1> <e2>ubtdlx</e2> creates a special atmosphere not only for food, but ambiance for a relaxing convivial meal as well.	
That <e1>hexvyj</e1> was put inside a <e2>nnkcug</e2> provided by Stark Memorial Funeral Home.	
Among them are the 2,000 or so <e1>emdxxs</e1> who still make diesel <e2>vegoev</e2> for Ford on a site that employed more than 50,000 in the 1950s.	(a) is satisfied
The Hip Hop National <e1>miyesk</e1> is rescheduled to the 1st <e2>qumdno</e2> of July.	
The large anti-neutrino <e1>bfrekh</e1> is the source of an irreducible <e2>yfmzom</e2>.	
Th animal rights <e1>zncvms</e1> have approached the open-air <e2>gvnzfi</e2>.	
District Judge without a jury and judgment was entered for the defendants on the ground that the <e1>unmnpm</e1> was caused by the plaintiff's own <e2>abrgxl</e2>.	
Six glowing disks await <e1>vomeoh</e1> by the <e2>flkgrf</e2> of desert wanderers.	
We kept raw <e1>spwkql</e1> in a <e2>trqgwd</e2> in the fridge for too long.	prototypical example
The <e1>hsejrj</e1> of the vessel is seen in a <e2>qchaaj</e2> that has been in the Metropolitan Museum for many years.	
Skype <e1>eikfzo</e1> have moved into a net <e2>ypblbz</e2>.	
The <e1>mpcsuv</e1> have been published in a special <e2>beezsj</e2> of the academic journal Archives of Sexual Behavior.	Location. It cannot be Content-Container since the Content should be removable. It also cannot be Component-Whole since it violates (d).
I managed to squeeze decent <e1>ynnfgt</e1> out of an <e2>uhlfna</e2>.	
Following a decision made by the Typhoon Committee in cooperation with United Nations agencies and the League of Red Crescent Societies, ESCAP compiles every year region-wide statistics and reports on the <e1>wurblp</e1> caused by tropical cyclones, <e2>mhcvbc</e2>, droughts and other severe weather events.	
The day after they had marvelled at a <e1>vyykif</e1> of <e2>yciybm</e2>, the girl looked up and frowned in confusion.	Another NARROW meaning...
They presented very extensive and detailed report on greenhouse <e1>rsjbsh</e1> with <e2>nxhmin</e2>.	Purpose-Tool
The morning <e1>wfwiuh</e1> of the symposium comprises <e2>njrkco</e2> from former group members and ends with a reunion lunch for the attendees.	
The <e1>sxccbx</e1> arrived into this <e2>hjsyvl</e2> with gifts and talents.	
These <e1>njmubs</e1> declared <e2>zncjtz</e2> and established policies in the only way it has ever been successfully done.	
For 25 years, Christmas in New Bern has included a <e1>ynauof</e1> of decorated <e2>xgjrxh</e2> gliding along the confluence of the Neuse and Trent rivers at Union Point Park.	
Caribbean criminal groups have been transporting <e1>ubikdt</e1> into major <e2>mpropr</e2> in USA.	
Last month, police fired shots into the air at a soccer game in eastern Congo, attempting to break up a <e1>djmbeg</e1> of <e2>yxlhku</e2> who believed one of the players was a witch: 15 fans died from trampling.	modality is outside
